Assortment,Probability
"[0, 17, 9]","[0.16572890234425136, 0.2584698380101494, 0.5758012596455995]"
"[0, 1, 26, 14]","[0.3066358310071289, 0.06628824853108027, 0.0034869654811951947, 0.6235889549805957]"
"[0, 27, 23, 20, 10]","[0.07163847005356275, 0.0005979975783592553, 0.029999239347263545, 0.3477363695439051, 0.5500279234769095]"
"[0, 16, 8, 29, 5, 13]","[0.1263451809676162, 0.14456846830492398, 0.4191028761531829, 0.005329073301946995, 0.08005907110441995, 0.22459533016791017]"
"[0, 1]","[0.654406942982526, 0.34559305701747417]"
"[0, 24, 10]","[0.09076926948400582, 0.1274118702793264, 0.7818188602366678]"
"[0, 28, 17, 14]","[0.2314465510967053, 0.0037489934932121495, 0.36143352453075006, 0.4033709308793326]"
"[0, 1, 18, 15, 6]","[0.1283126608919353, 0.020999700090256857, 0.2430170964560616, 0.2850119848259122, 0.3226585577358342]"
"[0, 1, 28, 11, 24, 16]","[0.19799398883466243, 0.03170090616151886, 0.00253009669220094, 0.3184706618609362, 0.11756233999403407, 0.33174200645664764]"
"[0, 9]","[0.22387921129745417, 0.7761207887025459]"
"[0, 5, 30]","[0.46931445913811665, 0.4074231891417778, 0.12326235172010576]"
"[0, 26, 12, 20]","[0.13261062575566576, 0.00026478060301785456, 0.25093473948863065, 0.6161898541526858]"
"[0, 30, 9, 16, 22]","[0.13651402215932665, 0.007462992765608698, 0.5860086670851994, 0.1936413332284577, 0.07637298476140779]"
"[0, 4, 9, 19, 30, 23]","[0.09667284500286753, 0.02960034429237742, 0.5020591847591601, 0.31632607777386174, 0.004179435555835832, 0.05116211261589769]"
"[0, 4]","[0.5375828219032884, 0.46241717809671173]"
"[0, 12, 5]","[0.2860243593506453, 0.5703837039912583, 0.14359193665809658]"
"[0, 12, 26, 4]","[0.2961406340985451, 0.5757088268307393, 0.005236306960431408, 0.12291423211028435]"
"[0, 29, 24, 6, 5]","[0.1540533420847005, 0.006888806183231959, 0.1755628081542714, 0.5726398640214663, 0.09085517955633012]"
"[0, 20, 13, 21, 27, 6]","[0.09850903822373785, 0.39873988777991587, 0.18507320867439966, 0.008240114715125497, 0.0005979975783592553, 0.308839753028462]"
"[0, 5]","[0.49597170607353724, 0.5040282939264629]"
"[0, 26, 18]","[0.2611458432093385, 0.00510962276338334, 0.7337445340272781]"
"[0, 30, 11, 21]","[0.31625646785276323, 0.025066081296335065, 0.5763348542288477, 0.08234259662205422]"
"[0, 8, 3, 17, 12]","[0.13674933235911094, 0.41889591510118096, 0.05113200769058482, 0.18919493713879965, 0.20402780771032383]"
"[0, 5, 15, 17, 6, 29]","[0.12012599020240397, 0.0726618276135658, 0.2906482103144347, 0.1823622658257302, 0.33008845172731943, 0.00411325431654608]"
"[0, 26]","[0.7981992392461229, 0.20180076075387726]"
"[0, 26, 21]","[0.541326611833997, 0.12759207026653938, 0.3310813178994639]"
"[0, 24, 2, 11]","[0.2512629525509542, 0.15264157229715775, 0.05822628678334248, 0.5378691883685456]"
"[0, 28, 23, 10, 15]","[0.08339351384726945, 0.0012158189854009158, 0.08318785250528343, 0.5757042143328766, 0.2564986003291699]"
"[0, 29, 24, 15, 19, 4]","[0.11989250275284277, 0.0019231092902472155, 0.07564777363248416, 0.35728551046657886, 0.413054069695456, 0.03219703416239114]"
"[0, 13]","[0.37037705537265336, 0.6296229446273469]"
"[0, 23, 17]","[0.25241095695520893, 0.10976818151988744, 0.6378208615249037]"
"[0, 9, 19, 1]","[0.11793415145283138, 0.5103030060718038, 0.3551287158122175, 0.016634126663147467]"
"[0, 7, 30, 19, 1]","[0.14234726945826803, 0.40640470050889643, 0.0088094980798818, 0.4227955445848261, 0.019642987368127803]"
"[0, 11, 8, 30, 1, 24]","[0.1156823063361017, 0.2414244277531528, 0.4891769669396814, 0.0037703870955972914, 0.023099606887007445, 0.1268463049884596]"
"[0, 21]","[0.5760605629790763, 0.42393943702092396]"
"[0, 17, 28]","[0.3094350647046458, 0.6758671398109312, 0.01469779548442305]"
"[0, 29, 16, 11]","[0.2813654231942608, 0.008826948542366929, 0.37026202419842935, 0.3395456040649431]"
"[0, 30, 7, 11, 19]","[0.12826318254450705, 0.004965173555517115, 0.3642025973257546, 0.15826690348726186, 0.34430214308695956]"
"[0, 30, 9, 24, 5, 13]","[0.08952922153258736, 0.002898644027943852, 0.5085729563816673, 0.10046239251838393, 0.05404633696365141, 0.24449044857576627]"
"[0, 13]","[0.37037705537265336, 0.6296229446273469]"
"[0, 25, 5]","[0.29306157163385177, 0.45092326823618395, 0.2560151601299645]"
"[0, 1, 15, 25]","[0.20007704331016507, 0.025125839467007027, 0.602653474379024, 0.17214364284380398]"
"[0, 1, 24, 26, 9]","[0.11849415433562507, 0.025532340578718546, 0.13793979354116415, 0.0005781737496768499, 0.7174555377948155]"
"[0, 4, 9, 26, 21, 18]","[0.12154140390974724, 0.04920733908757744, 0.5354169246847291, 0.0008627781813771098, 0.026262147877097224, 0.2667094062594721]"
"[0, 17]","[0.31320077927361195, 0.686799220726388]"
"[0, 21, 4]","[0.42536234319611516, 0.20520322387185477, 0.36943443293203027]"
"[0, 9, 26, 24]","[0.12465947916506695, 0.7256436192450926, 0.0005781737496768499, 0.14911872784016378]"
"[0, 2, 13, 23, 10]","[0.08462134917623629, 0.02591154198134911, 0.20294336198909352, 0.07543549980055138, 0.6110882470527699]"
"[0, 20, 26, 8, 5, 14]","[0.08305470463390535, 0.33471888740194505, 0.00017652040201190304, 0.360774577295422, 0.0333194643458058, 0.18795584592091003]"
"[0, 24]","[0.40262125827819256, 0.5973787417218075]"
"[0, 21, 2]","[0.46573532314597865, 0.24312969825025899, 0.2911349786037626]"
"[0, 1, 6, 12]","[0.20050991457074668, 0.055618355696440955, 0.41164146917057554, 0.33223026056223703]"
"[0, 29, 9, 17, 14]","[0.13257388273079673, 0.003956557743216582, 0.4622107160861432, 0.170624933135567, 0.23063391030427663]"
"[0, 14, 9, 3, 29, 25]","[0.07783650141228234, 0.2653620258105349, 0.4918991616000365, 0.02714793503582521, 0.0011959951567185106, 0.1365583809846026]"
"[0, 20]","[0.15439399488770264, 0.8456060051122973]"
"[0, 26, 15]","[0.33035176451953807, 0.002311536176544991, 0.6673366993039173]"
"[0, 21, 1, 26]","[0.47092927811547897, 0.22332724734802067, 0.2320886285098542, 0.07365484602664635]"
"[0, 23, 16, 28, 13]","[0.203467342493652, 0.1005929564718812, 0.3075549853143079, 0.002405266649440471, 0.3859794490707186]"
"[0, 20, 24, 8, 12, 29]","[0.07731875198284485, 0.3396178366696638, 0.05818731938213878, 0.3752307353946194, 0.1482044046396794, 0.0014409519310539596]"
"[0, 28]","[0.7655117229430666, 0.2344882770569336]"
"[0, 13, 2]","[0.30900208751165953, 0.6061633084955327, 0.084834603992808]"
"[0, 4, 25, 30]","[0.3003836014145802, 0.19814234714745718, 0.42683355755770763, 0.07464049388025515]"
"[0, 16, 9, 1, 23]","[0.1202104349340001, 0.1845184763037561, 0.5792587026068958, 0.024526801047712925, 0.09148558510763535]"
"[0, 3, 22, 12, 28, 17]","[0.19589814700345493, 0.055619427602667394, 0.057805641038177855, 0.32767700306202485, 0.0023445864665945677, 0.3606551948270805]"
"[0, 14]","[0.3550131820202494, 0.6449868179797509]"
"[0, 11, 3]","[0.31422725427262393, 0.5719081568327657, 0.11386458889461053]"
"[0, 17, 24, 3]","[0.2228161150285041, 0.5608562546575061, 0.1197884685322438, 0.09653916178174614]"
"[0, 4, 10, 13, 27]","[0.1053943110790011, 0.06073410700260207, 0.6212508039272049, 0.21061061719673763, 0.0020101607944544796]"
"[0, 4, 8, 18, 23, 30]","[0.12196087059039235, 0.045049855206705215, 0.46575854643166936, 0.28974161593590847, 0.07083131982117563, 0.00665779201414906]"
"[0, 20]","[0.15439399488770264, 0.8456060051122973]"
"[0, 3, 9]","[0.17919757945225742, 0.07375457040631439, 0.7470478501414284]"
"[0, 12, 28, 21]","[0.30983894251905997, 0.5995001242109654, 0.008948205791443335, 0.08171272747853142]"
"[0, 25, 28, 5, 19]","[0.14131644175721952, 0.11911108139622369, 0.003371998761424358, 0.0853727827781576, 0.6508276953069749]"
"[0, 21, 30, 20, 3, 13]","[0.12212171174741629, 0.0062201523697678705, 0.003445773929628172, 0.5703518071717723, 0.027232468725005565, 0.27062808605641]"
"[0, 16]","[0.35380467873167504, 0.6461953212683251]"
"[0, 27, 2]","[0.5941571656559868, 0.09652787776665805, 0.3093149565773554]"
"[0, 14, 7, 24]","[0.1135034847158593, 0.32820035481718823, 0.4181592445907111, 0.14013691587624155]"
"[0, 5, 16, 12, 8]","[0.13109511506001506, 0.0820871616714271, 0.1506621935242003, 0.21012079797745745, 0.42603473176690027]"
"[0, 29, 6, 17, 13, 4]","[0.137582024776145, 0.005220989272258639, 0.34324349396927095, 0.2059624398621461, 0.24366745203817197, 0.06432360008200741]"
"[0, 30]","[0.7116249158598886, 0.2883750841401116]"
"[0, 24, 4]","[0.3378571493242856, 0.4001819441832198, 0.2619609064924946]"
"[0, 7, 19, 12]","[0.1250473270492996, 0.35930085327529654, 0.3341646743690809, 0.18148714530632307]"
"[0, 3, 22, 19, 14]","[0.14154913899860674, 0.03168387715854917, 0.03181829604187775, 0.461168197078988, 0.3337804907219784]"
"[0, 3, 16, 14, 9, 23]","[0.09283214613044893, 0.0332514166978493, 0.11555310284342454, 0.22608462357598685, 0.45569878027935085, 0.07657993047293972]"
"[0, 22]","[0.5171014660805294, 0.4828985339194708]"
"[0, 24, 19]","[0.16751296154674614, 0.10107111436467739, 0.7314159240885767]"
"[0, 7, 18, 22]","[0.1580858351301377, 0.42850225230731187, 0.3485376691682528, 0.06487424339429781]"
"[0, 22, 13, 9, 19]","[0.09576109338240293, 0.034173297908086916, 0.17244221044577362, 0.4367541742845684, 0.26086922397916834]"
"[0, 3, 14, 9, 28, 22]","[0.11327192983791977, 0.044530469578744916, 0.27421894404835906, 0.5064201973760243, 0.0015490359607423167, 0.06000942319820973]"
"[0, 11]","[0.3918331045875865, 0.6081668954124135]"
"[0, 25, 14]","[0.21205139448513072, 0.19030687413535813, 0.5976417313795114]"
"[0, 29, 18, 7]","[0.184781563482251, 0.00971192391862372, 0.37788974570290756, 0.42761676689621786]"
"[0, 5, 29, 16, 24]","[0.22282373759832746, 0.14925002788148795, 0.01308431616589348, 0.49882998267156864, 0.1160119356827227]"
"[0, 7, 21, 27, 18, 5]","[0.14553458594852306, 0.4189734178640644, 0.025856849438411985, 0.0020677382243719502, 0.3306949702431874, 0.07687243828144137]"
"[0, 14]","[0.3550131820202494, 0.6449868179797509]"
"[0, 1, 11]","[0.3371996157941999, 0.07964237013534342, 0.5831580140704569]"
"[0, 1, 27, 22]","[0.4365557568790804, 0.20717130459453634, 0.07673373217071276, 0.27953920635567064]"
"[0, 7, 17, 29, 13]","[0.16291535809659619, 0.374295013112344, 0.21876243481032012, 0.005132729071252688, 0.23889446490948726]"
"[0, 28, 15, 8, 1, 25]","[0.08291246182386808, 0.0009312145537006559, 0.3171732602254321, 0.4357061664413489, 0.01461382128909481, 0.14866307566655562]"
"[0, 21]","[0.5760605629790763, 0.42393943702092396]"
"[0, 22, 8]","[0.19442416666141113, 0.10967333952741565, 0.6959024938111735]"
"[0, 21, 8, 3]","[0.18077817444186878, 0.062299673634796195, 0.6871081215946886, 0.06981403032864665]"
"[0, 7, 27, 16, 25]","[0.1312416373283225, 0.4612958485293612, 0.0019806867201646863, 0.24442566842906613, 0.16105615899308565]"
"[0, 14, 3, 6, 19, 30]","[0.11054566480457403, 0.23280403199466093, 0.02885606680685938, 0.314180311249998, 0.3098249229164268, 0.0037890022274810094]"
"[0, 22]","[0.5171014660805294, 0.4828985339194708]"
"[0, 3, 7]","[0.24139453122387966, 0.09732689191578059, 0.66127857686034]"
"[0, 8, 26, 18]","[0.17105216299380743, 0.4790597567831524, 0.002323553941113475, 0.3475645262819269]"
"[0, 2, 19, 13, 24]","[0.12913370823494782, 0.02274578346413285, 0.4642315200620983, 0.30247262495270305, 0.08141636328611825]"
"[0, 15, 17, 7, 23, 4]","[0.09659298736537193, 0.27631972924905246, 0.16314784787768097, 0.3512189369637298, 0.07139777341174572, 0.041322725132419455]"
"[0, 28]","[0.7655117229430666, 0.2344882770569336]"
"[0, 4, 13]","[0.2881765480677232, 0.11765071982483613, 0.5941727321074408]"
"[0, 29, 22, 5]","[0.37434498209263406, 0.07830496569761133, 0.21934581247049423, 0.3280042397392606]"
"[0, 12, 22, 7, 4]","[0.1371057133090321, 0.28959860908943647, 0.06687260769078099, 0.440429462926004, 0.06599360698474657]"
"[0, 14, 1, 29, 23, 8]","[0.11713549240756921, 0.30317790783867066, 0.02587059978673456, 0.0021470335391015716, 0.09804919080227507, 0.45361977562564904]"
"[0, 16]","[0.35380467873167504, 0.6461953212683251]"
"[0, 22, 1]","[0.4460911420638254, 0.3216207150541551, 0.23228814288201965]"
"[0, 8, 26, 24]","[0.15572198003614576, 0.6717557695746208, 0.0013539004268466957, 0.17116834996238678]"
"[0, 30, 14, 24, 20]","[0.10590544239468183, 0.0026910797779394185, 0.3006562696593048, 0.05887961207344442, 0.5318675960946296]"
"[0, 26, 16, 25, 15, 6]","[0.08021424432357584, 0.00017652040201190304, 0.142420748604059, 0.1445807673196224, 0.29567825186136265, 0.33692946748936836]"
"[0, 28]","[0.7655117229430666, 0.2344882770569336]"
"[0, 2, 30]","[0.5665340384048011, 0.27271950365208036, 0.1607464579431187]"
"[0, 9, 3, 21]","[0.1508093712967371, 0.7332893899559911, 0.06065104830660227, 0.05525019044066949]"
"[0, 10, 12, 5, 16]","[0.09541742986724941, 0.571472672278519, 0.15568640668317674, 0.06605129358271818, 0.11137219758833702]"
"[0, 2, 9, 30, 24, 19]","[0.08839115575708532, 0.016144731631909, 0.5027683501195118, 0.0038263947518120257, 0.08069885430277944, 0.3081705134369026]"
"[0, 15]","[0.33079306552456783, 0.6692069344754323]"
"[0, 29, 1]","[0.606288309804005, 0.14196996877973017, 0.25174172141626505]"
"[0, 13, 25, 1]","[0.21702966226049064, 0.5637545299244408, 0.1877900467550274, 0.03142576106004143]"
"[0, 28, 20, 10, 2]","[0.07743683463185175, 0.0011275587843949642, 0.3616708710860534, 0.549532583756978, 0.010232151740722046]"
"[0, 27, 15, 1, 8, 19]","[0.10353214547367814, 0.0007943418090535636, 0.23790004392834843, 0.015219493543459498, 0.37019777429912426, 0.27235620094633634]"
"[0, 12]","[0.38229898441852733, 0.6177010155814728]"
"[0, 5, 21]","[0.40333017170227553, 0.4105109101336198, 0.18615891816410488]"
"[0, 9, 23, 1]","[0.13339396943189258, 0.7265202260949675, 0.10893350503670876, 0.031152299436431302]"
"[0, 10, 28, 23, 11]","[0.09294816717692507, 0.6501193150398354, 0.0013040791864068672, 0.08799138985920102, 0.16763704873763177]"
"[0, 9, 27, 17, 2, 23]","[0.11517486183555023, 0.5576256439528725, 0.0017465888882353124, 0.21331954950375087, 0.027568889223099986, 0.08456446659649125]"
"[0, 8]","[0.27826220719908945, 0.7217377928009108]"
"[0, 7, 25]","[0.1534544920522899, 0.6101693336048342, 0.23637617434287606]"
"[0, 27, 3, 10]","[0.12915134822806462, 0.007170108806963166, 0.057298954464765635, 0.8063795885002067]"
"[0, 1, 22, 29, 15]","[0.24701960288876168, 0.040698914782013075, 0.07669571865641349, 0.005693215188635213, 0.6298925484841766]"
"[0, 18, 1, 25, 30, 15]","[0.12647613444766, 0.3430581945435695, 0.012969931523985772, 0.1284256704277999, 0.002826743825787823, 0.38624332523119714]"
"[0, 24]","[0.40262125827819256, 0.5973787417218075]"
"[0, 13, 23]","[0.2636031349911699, 0.6053401114547086, 0.1310567535541217]"
"[0, 18, 24, 27]","[0.2032546207804185, 0.667225468851754, 0.1251427405338533, 0.004377169833974368]"
"[0, 27, 23, 18, 11]","[0.1774572957873652, 0.001481808285217458, 0.08436933194613236, 0.45309641152374075, 0.28359515245754435]"
"[0, 20, 28, 9, 14, 23]","[0.07550380631721398, 0.30970192250844086, 0.0009312145537006559, 0.40825027185483753, 0.1742408771985037, 0.031371907567303556]"
"[0, 3]","[0.5770967690161186, 0.42290323098388155]"
"[0, 28, 6]","[0.33092297378488866, 0.018968461056483515, 0.650108565158628]"
"[0, 28, 15, 4]","[0.26501887859824097, 0.0055426551564443415, 0.625598645271759, 0.10383982097355596]"
"[0, 12, 3, 6, 29]","[0.17791924375490709, 0.3247372703848709, 0.08008543655434078, 0.41013460310187067, 0.007123446204010771]"
"[0, 20, 26, 5, 10, 14]","[0.06614273509465807, 0.28004673769675853, 0.00017652040201190304, 0.028992378123332652, 0.4712808335533896, 0.15336079512984946]"
"[0, 4]","[0.5375828219032884, 0.46241717809671173]"
"[0, 22, 19]","[0.19057901459639814, 0.04250368080738384, 0.7669173045962183]"
"[0, 10, 20, 27]","[0.07985886526778757, 0.5525414444619584, 0.36691343249088904, 0.0006862577793652067]"
"[0, 7, 21, 3, 29]","[0.19914888994736257, 0.6444578621463013, 0.06817650552052244, 0.07742655758576751, 0.010790184800046485]"
"[0, 17, 12, 23, 6, 5]","[0.10778061549842927, 0.19460548716853407, 0.21632564848312583, 0.07045842719134246, 0.34823981070229154, 0.06259001095627698]"
"[0, 9]","[0.22387921129745417, 0.7761207887025459]"
"[0, 27, 21]","[0.5363685156593448, 0.14654279447701934, 0.31708868986363603]"
"[0, 29, 11, 8]","[0.21813054042291913, 0.008992897035799965, 0.25854422885322154, 0.5143323336880595]"
"[0, 22, 19, 11, 30]","[0.1612968436342904, 0.03889810755149774, 0.542518810734455, 0.25241155492096146, 0.0048746831587955074]"
"[0, 18, 12, 8, 30, 2]","[0.12958315852979557, 0.2419713904831754, 0.18829386498077266, 0.40489297960450843, 0.005755223004925517, 0.029503383396822583]"
"[0, 24]","[0.40262125827819256, 0.5973787417218075]"
"[0, 30, 7]","[0.2940384123697693, 0.03215439861144281, 0.673807189018788]"
"[0, 26, 19, 8]","[0.13959581646307537, 0.0013526917300480082, 0.40593774499543633, 0.45311374681144034]"
"[0, 6, 21, 14, 28]","[0.16849542298107292, 0.3884765428317787, 0.07441771242575536, 0.3661985076192738, 0.002411814142119426]"
"[0, 6, 27, 24, 17, 14]","[0.09818091129159753, 0.3374005312952123, 0.0007745179803711583, 0.11521576879028217, 0.18469041179737913, 0.26373785884515777]"
"[0, 11]","[0.3918331045875865, 0.6081668954124135]"
"[0, 19, 23]","[0.1803663835402363, 0.7502619514112845, 0.06937166504847952]"
"[0, 5, 23, 26]","[0.3512926493394643, 0.322533657375913, 0.2859815115357443, 0.04019218174887859]"
"[0, 11, 26, 7, 24]","[0.12860139570154366, 0.27377864889082215, 0.0005781737496768499, 0.4508707849276282, 0.14617099673032927]"
"[0, 7, 12, 28, 2, 17]","[0.14892944856185647, 0.3777603444687587, 0.21731171990130724, 0.0037158933285262935, 0.041056988001659064, 0.2112256057378923]"
"[0, 12]","[0.38229898441852733, 0.6177010155814728]"
"[0, 21, 11]","[0.3187857110778333, 0.0850273526609733, 0.5961869362611936]"
"[0, 21, 7, 29]","[0.23370443155210904, 0.09468868036128233, 0.6583095581132903, 0.013297329973318449]"
"[0, 2, 7, 26, 15]","[0.16457713616847094, 0.05798281568125962, 0.405605457385939, 0.0015886836181071271, 0.3702459071462235]"
"[0, 15, 25, 18, 5, 8]","[0.06479259079766486, 0.24088494330838453, 0.11134803994973967, 0.17189320334078662, 0.03590730692289118, 0.3751739156805334]"
"[0, 13]","[0.37037705537265336, 0.6296229446273469]"
"[0, 28, 9]","[0.21703456327635479, 0.01152952859464338, 0.7714359081290019]"
"[0, 12, 10, 29]","[0.13524123565681512, 0.19384312535207399, 0.6662285032845334, 0.004687135706577769]"
"[0, 6, 22, 28, 19]","[0.1407692496930929, 0.378912122958394, 0.04101635237564057, 0.0028555325407465587, 0.43644674243212617]"
"[0, 8, 28, 24, 12, 19]","[0.08724988173904683, 0.3907242369606091, 0.0013328679013656028, 0.08707201808641694, 0.16599429221018533, 0.2676267031023764]"
"[0, 14]","[0.3550131820202494, 0.6449868179797509]"
"[0, 5, 15]","[0.25721649370478, 0.11941186103169203, 0.6233716452635281]"
"[0, 15, 6, 3]","[0.16101190097895382, 0.39104041973911197, 0.37603378086961015, 0.07191389841232435]"
"[0, 11, 26, 23, 9]","[0.12180058680905642, 0.2101685572543234, 0.0007745179803711583, 0.1066334443000197, 0.5606228936562295]"
"[0, 18, 5, 14, 28, 23]","[0.14926128384741066, 0.3679233618055639, 0.06615846022893647, 0.35456011700324497, 0.0017664127169177177, 0.06033036439792641]"
"[0, 17]","[0.31320077927361195, 0.686799220726388]"
"[0, 12, 18]","[0.21285197292661648, 0.3187121779845238, 0.46843584908885993]"
"[0, 28, 2, 9]","[0.1808860874559997, 0.01110337889166486, 0.05878951837794466, 0.7492210152743908]"
"[0, 7, 16, 29, 11]","[0.1866850385914865, 0.39853736974115045, 0.19674484826597566, 0.0075690395686856884, 0.21046370383270188]"
"[0, 24, 27, 10, 15, 2]","[0.07052948962292777, 0.0955958209878216, 0.0003530408040238061, 0.5622416584963773, 0.250380501549404, 0.0208994885394456]"
"[0, 2]","[0.6171762553809882, 0.382823744619012]"
"[0, 27, 11]","[0.38972963089850887, 0.012715102398211777, 0.5975552667032795]"
"[0, 16, 7, 3]","[0.19838701956269705, 0.2658028465515017, 0.4591792370893544, 0.07663089679644704]"
"[0, 24, 14, 2, 29]","[0.22633461287242526, 0.13277966382649345, 0.5913155571157186, 0.04412613856159972, 0.005444027623763241]"
"[0, 6, 15, 22, 5, 18]","[0.09947227951038301, 0.32106016654208913, 0.2728260764730224, 0.03774264160524562, 0.056165892341584964, 0.21273294352767508]"
"[0, 28]","[0.7655117229430666, 0.2344882770569336]"
"[0, 18, 6]","[0.1956054975669358, 0.4050907971368719, 0.39930370529619247]"
"[0, 6, 28, 5]","[0.22286550553972315, 0.624023184327255, 0.014299884597230464, 0.13881142553579143]"
"[0, 27, 10, 1, 21]","[0.11588289317987899, 0.0018744967466060747, 0.8017444825643363, 0.029702554883786106, 0.050795572625392554]"
"[0, 27, 13, 3, 6, 17]","[0.14210825270043811, 0.00234337776979588, 0.24664778968436088, 0.054596697254680714, 0.3436373911274583, 0.21066649146326621]"
"[0, 20]","[0.15439399488770264, 0.8456060051122973]"
"[0, 23, 3]","[0.38130041710706586, 0.35340643067807576, 0.26529315221485855]"
"[0, 15, 21, 10]","[0.10043221108389724, 0.263599829221018, 0.045870873656427114, 0.5900970860386578]"
"[0, 28, 3, 7, 20]","[0.1096110011226882, 0.0021482422359002593, 0.022333496208097152, 0.3806175149578599, 0.4852897454754547]"
"[0, 15, 3, 26, 10, 16]","[0.09591951179084834, 0.2289715487466841, 0.0412196929346597, 0.0007060816080476122, 0.5345342963228435, 0.09864886859691693]"
"[0, 1]","[0.654406942982526, 0.34559305701747417]"
"[0, 30, 10]","[0.152453065436658, 0.01600896034475645, 0.8315379742185858]"
"[0, 3, 18, 8]","[0.1532570013110388, 0.04447613250478974, 0.32854555320127504, 0.47372131298289655]"
"[0, 6, 2, 20, 14]","[0.0931184945499218, 0.30188897767007683, 0.012843926604677862, 0.38366148056674126, 0.2084871206085824]"
"[0, 1, 22, 15, 29, 17]","[0.18215561866357238, 0.025660279703563063, 0.05818766477319755, 0.424350829240955, 0.0032878686594999865, 0.30635773895921203]"
"[0, 6]","[0.34559992808854784, 0.6544000719114522]"
"[0, 15, 24]","[0.22289149044918855, 0.6297054218081921, 0.14740308774261934]"
"[0, 20, 25, 7]","[0.08051054068942694, 0.43770761698994815, 0.0969442675995621, 0.384837574721063]"
"[0, 24, 11, 28, 7]","[0.12851313550053772, 0.1455531753232876, 0.2733085591708337, 0.001754345077712955, 0.4508707849276282]"
"[0, 10, 17, 30, 14, 25]","[0.05554788968571095, 0.5192141455226688, 0.11944653852549317, 0.0018822529360837173, 0.18292155137652572, 0.12098762195351782]"
"[0, 5]","[0.49597170607353724, 0.5040282939264629]"
"[0, 27, 21]","[0.5363685156593448, 0.14654279447701934, 0.31708868986363603]"
"[0, 14, 3, 21]","[0.26297566996059574, 0.6094453881580323, 0.07961436939219975, 0.047964572489172456]"
"[0, 11, 6, 2, 26]","[0.19708190405310366, 0.30679332709120405, 0.4252920404862816, 0.06804804959458526, 0.0027846787748256377]"
"[0, 27, 3, 20, 23, 8]","[0.09441781607591812, 0.0007546941516887529, 0.019104081108829753, 0.43438238874008483, 0.03127240343687032, 0.4200686164866084]"
"[0, 1]","[0.654406942982526, 0.34559305701747417]"
"[0, 4, 25]","[0.30421082976394526, 0.22717139065061825, 0.46861777958543666]"
"[0, 25, 28, 17]","[0.21145037678588796, 0.1809191558850848, 0.00802293902201105, 0.5996075283070164]"
"[0, 24, 28, 10, 16]","[0.08103271517343164, 0.11033460708106388, 0.0019915456625707617, 0.6597741969875545, 0.14686693509537949]"
"[0, 29, 15, 24, 5, 17]","[0.15202679713660094, 0.0022761500942710218, 0.40611540206991353, 0.09253154732229023, 0.05918420591959405, 0.2878658974573304]"
"[0, 21]","[0.5760605629790763, 0.42393943702092396]"
"[0, 8, 15]","[0.18693088363830512, 0.46126799176454986, 0.35180112459714513]"
"[0, 18, 25, 15]","[0.127825510433532, 0.34695693064317285, 0.13412921018108717, 0.3910883487422082]"
"[0, 12, 7, 5, 16]","[0.13810316951135554, 0.22395969156732126, 0.38551633900791316, 0.08436521064186306, 0.16805558927154712]"
"[0, 11, 24, 18, 26, 7]","[0.10375245231747529, 0.17546099132769685, 0.10837344754149933, 0.23909808589590964, 0.0005781737496768499, 0.3727368491677422]"
"[0, 19]","[0.206054334119658, 0.7939456658803423]"
"[0, 10, 16]","[0.1344199345190354, 0.6940403103406473, 0.17153975514031744]"
"[0, 21, 14, 5]","[0.2507821640937873, 0.03885184326583945, 0.5955636572579213, 0.11480233538245227]"
"[0, 23, 17, 9, 15]","[0.09123057388108852, 0.08208085313655543, 0.1393814570742824, 0.4408248924528001, 0.24648222345527376]"
"[0, 30, 24, 19, 1, 14]","[0.12485180925413589, 0.003200817155292723, 0.08356537203203956, 0.44063695548019, 0.014955473387983278, 0.33278957269035875]"
"[0, 21]","[0.5760605629790763, 0.42393943702092396]"
"[0, 2, 8]","[0.22770326713767675, 0.07165257447443941, 0.700644158387884]"
"[0, 1, 29, 23]","[0.39494983442194476, 0.17665298553129866, 0.09655039172476804, 0.3318467883219888]"
"[0, 28, 22, 3, 7]","[0.18746503646417406, 0.004494037399293514, 0.09729934404995727, 0.07142420642488455, 0.6393173756616908]"
"[0, 25, 7, 5, 29, 17]","[0.10752353853917981, 0.13269866686029286, 0.43336156381713126, 0.06340739778374835, 0.005294241341694975, 0.2577145916579529]"
"[0, 1]","[0.654406942982526, 0.34559305701747417]"
"[0, 29, 10]","[0.15427193469403533, 0.012320786740850475, 0.8334072785651143]"
"[0, 4, 20, 23]","[0.13564565008385576, 0.058314884365710216, 0.7753847785900725, 0.030654686960361673]"
"[0, 2, 12, 9, 20]","[0.08548204203403231, 0.01066189402472549, 0.1348967508057768, 0.42626369600703207, 0.3426956171284334]"
"[0, 5, 21, 16, 26, 8]","[0.14627521477554073, 0.09333904729287867, 0.04078347322278325, 0.21542493108025523, 0.001834849089241264, 0.502342484539301]"
"[0, 6]","[0.34559992808854784, 0.6544000719114522]"
"[0, 21, 6]","[0.2592103196486226, 0.10948781906809127, 0.6313018612832861]"
"[0, 25, 5, 6]","[0.13612278719653745, 0.2306363891852976, 0.08292381027962813, 0.550317013338537]"
"[0, 19, 15, 8, 3]","[0.10047786090789387, 0.26733929236060006, 0.23630596418433045, 0.3700686577439548, 0.025808224803221064]"
"[0, 24, 7, 2, 26, 20]","[0.09286935119422135, 0.05704030398119809, 0.38098200955237693, 0.013321136290244683, 0.00024495677433544917, 0.4555422422076237]"
